Localidades;Periodos;Empregos Formais ;Empregos Formais das Pessoas com Ensino Fundamental Incompleto ;Empregos Formais das Pessoas com Ensino Fundamental Completo ;Empregos Formais das Pessoas com Ensino M‚dio Completo ;Empregos Formais das Pessoas com Ensino Superior Completo ;C¢d. IBGE
Campina do Monte Alegre;2013;843;121;165;409;148;3509452
Campina do Monte Alegre;2014;718;114;177;316;111;3509452
Campina do Monte Alegre;2015;704;111;154;335;104;3509452
Campina do Monte Alegre;2016;681;114;139;323;105;3509452
Campina do Monte Alegre;2017;679;111;120;332;116;3509452
Campinas;2013;436561;40480;84516;222368;89197;3509502
Campinas;2014;439864;35360;81912;225802;96790;3509502
Campinas;2015;418860;28698;72828;221504;95830;3509502
Campinas;2016;408258;25101;69412;216088;97657;3509502
Campinas;2017;405324;22849;64034;218412;100029;3509502
Campo Limpo Paulista;2013;13560;1503;2774;7291;1992;3509601
Campo Limpo Paulista;2014;13193;1367;2652;7106;2068;3509601
Campo Limpo Paulista;2015;12789;1282;2481;6752;2274;3509601
Campo Limpo Paulista;2016;12303;1155;2284;6481;2383;3509601
Campo Limpo Paulista;2017;12870;1056;2050;7170;2594;3509601
Campos do Jordão;2013;12474;1494;3332;5602;2046;3509700
Campos do Jordão;2014;12819;1388;3356;5959;2116;3509700
Campos do Jordão;2015;12948;1308;3437;6234;1969;3509700
Campos do Jordão;2016;12441;1159;3146;6315;1821;3509700
Campos do Jordão;2017;12283;1114;2808;6520;1841;3509700
Campos Novos Paulista;2013;637;105;161;254;117;3509809
Campos Novos Paulista;2014;586;121;126;219;120;3509809
Campos Novos Paulista;2015;662;133;140;254;135;3509809
Campos Novos Paulista;2016;642;121;149;229;143;3509809
Campos Novos Paulista;2017;715;134;181;253;147;3509809
Cananéia;2013;1410;360;260;618;172;3509908
Cananéia;2014;1445;374;239;654;178;3509908
Cananéia;2015;1605;399;224;760;222;3509908
Cananéia;2016;1506;322;187;733;264;3509908
Cananéia;2017;1586;338;183;787;278;3509908
Canas;2013;773;118;190;370;95;3509957
Canas;2014;1539;187;716;507;129;3509957
Canas;2015;1506;181;672;512;141;3509957
Canas;2016;1419;164;520;589;146;3509957
Canas;2017;1385;166;471;601;147;3509957
Cândido Mota;2013;5103;562;795;3020;726;3510005
Cândido Mota;2014;4931;484;704;2985;758;3510005
Cândido Mota;2015;5120;501;698;3148;773;3510005
Cândido Mota;2016;5119;501;710;3123;785;3510005
Cândido Mota;2017;5326;479;665;3315;867;3510005
Cândido Rodrigues;2013;664;105;166;298;95;3510104
Cândido Rodrigues;2014;689;95;190;301;103;3510104
Cândido Rodrigues;2015;727;101;182;328;116;3510104
Cândido Rodrigues;2016;730;92;173;374;91;3510104
Cândido Rodrigues;2017;709;87;157;380;85;3510104
Canitar;2013;899;321;122;332;124;3510153
Canitar;2014;790;189;146;329;126;3510153
Canitar;2015;1037;248;188;476;125;3510153
Canitar;2016;730;152;131;332;115;3510153
Canitar;2017;699;140;130;316;113;3510153
Capão Bonito;2013;7661;1106;1534;4223;798;3510203
Capão Bonito;2014;7658;1178;1496;4137;847;3510203
Capão Bonito;2015;7781;1068;1441;4395;877;3510203
Capão Bonito;2016;8001;1063;1443;4694;801;3510203
Capão Bonito;2017;8240;1007;1399;4937;897;3510203
Capela do Alto;2013;3648;1390;856;1104;298;3510302
Capela do Alto;2014;3155;1004;721;1100;330;3510302
Capela do Alto;2015;3536;1277;742;1185;332;3510302
Capela do Alto;2016;3474;1021;785;1291;377;3510302
Capela do Alto;2017;3566;1075;712;1382;397;3510302
Capivari;2013;15305;3770;3706;6314;1515;3510401
Capivari;2014;14872;3272;3543;6432;1625;3510401
Capivari;2015;13913;2629;3228;6374;1682;3510401
Capivari;2016;14026;2405;3076;6730;1815;3510401
Capivari;2017;14710;2071;3213;7466;1960;3510401
Caraguatatuba;2013;22322;1807;3786;13497;3232;3510500
Caraguatatuba;2014;22538;1628;3465;13862;3583;3510500
Caraguatatuba;2015;22426;1434;3227;14135;3630;3510500
Caraguatatuba;2016;23102;1613;3183;14616;3690;3510500
Caraguatatuba;2017;23524;1541;2985;15047;3951;3510500
Carapicuíba;2013;45284;10188;9996;20588;4512;3510609
Carapicuíba;2014;38361;4794;8082;20710;4775;3510609
Carapicuíba;2015;37303;4500;7746;20352;4705;3510609
Carapicuíba;2016;35524;3803;6459;20611;4651;3510609
Carapicuíba;2017;35888;3489;6377;21098;4924;3510609
Cardoso;2013;1385;252;306;558;269;3510708
Cardoso;2014;1502;252;324;626;300;3510708
Cardoso;2015;1461;215;290;600;356;3510708
Cardoso;2016;1423;175;241;669;338;3510708
Cardoso;2017;1439;189;244;701;305;3510708
Casa Branca;2013;6581;1278;1263;3236;804;3510807
Casa Branca;2014;6463;1313;1207;3065;878;3510807
Casa Branca;2015;6547;1283;1279;3135;850;3510807
Casa Branca;2016;6243;1126;1092;3209;816;3510807
Casa Branca;2017;6676;1182;1250;3381;863;3510807
Cássia dos Coqueiros;2013;486;158;113;126;89;3510906
Cássia dos Coqueiros;2014;490;142;176;80;92;3510906
Cássia dos Coqueiros;2015;483;147;168;75;93;3510906
Cássia dos Coqueiros;2016;461;131;64;185;81;3510906
Cássia dos Coqueiros;2017;508;113;74;209;112;3510906
Castilho;2013;3345;836;588;1444;477;3511003
Castilho;2014;3493;805;595;1621;472;3511003
Castilho;2015;3247;668;495;1586;498;3511003
Castilho;2016;3082;653;532;1489;408;3511003
Castilho;2017;3131;677;507;1490;457;3511003
Catanduva;2013;40126;4949;8003;21826;5348;3511102
Catanduva;2014;41171;5021;7599;22651;5900;3511102
Catanduva;2015;36719;3534;6404;21208;5573;3511102
Catanduva;2016;34888;3035;5730;20430;5693;3511102
Catanduva;2017;34545;2941;5170;20826;5608;3511102
Catiguá;2013;1012;291;188;403;130;3511201
Catiguá;2014;961;260;202;368;131;3511201
Catiguá;2015;957;221;193;404;139;3511201
Catiguá;2016;941;201;183;421;136;3511201
Catiguá;2017;821;139;154;377;151;3511201
Caçapava;2013;22263;1798;3410;14145;2910;3508504
Caçapava;2014;22628;1721;3277;14463;3167;3508504
Caçapava;2015;22011;1703;3050;14064;3194;3508504
Caçapava;2016;21149;1506;2880;13573;3190;3508504
Caçapava;2017;21272;1331;2695;13809;3437;3508504
Cedral;2013;2319;285;578;1173;283;3511300
Cedral;2014;2564;287;586;1393;298;3511300
Cedral;2015;2715;244;574;1561;336;3511300
Cedral;2016;2398;202;487;1387;322;3511300
Cedral;2017;4535;218;481;2914;922;3511300
Cerqueira César;2013;5008;767;1275;2564;402;3511409
Cerqueira César;2014;4854;734;1188;2473;459;3511409
Cerqueira César;2015;4523;683;906;2444;490;3511409
Cerqueira César;2016;4617;691;927;2473;526;3511409
Cerqueira César;2017;4846;757;944;2530;615;3511409
Cerquilho;2013;12281;1684;2499;6805;1293;3511508
Cerquilho;2014;13245;1776;2543;7115;1811;3511508
Cerquilho;2015;12671;1798;2327;6935;1611;3511508
Cerquilho;2016;12314;1448;2291;6955;1620;3511508
Cerquilho;2017;12246;1454;2218;6901;1673;3511508
Cesário Lange;2013;3393;483;910;1664;336;3511607
Cesário Lange;2014;3411;461;1088;1483;379;3511607
Cesário Lange;2015;3625;446;1182;1558;439;3511607
Cesário Lange;2016;3493;408;1072;1535;478;3511607
Cesário Lange;2017;3578;364;918;1807;489;3511607
Charqueada;2013;2901;488;659;1413;341;3511706
Charqueada;2014;2888;442;642;1428;376;3511706
Charqueada;2015;2706;381;620;1307;398;3511706
Charqueada;2016;2458;355;529;1164;410;3511706
Charqueada;2017;2514;387;478;1240;409;3511706
Chavantes;2013;2092;569;405;770;348;3557204
Chavantes;2014;2081;535;385;820;341;3557204
Chavantes;2015;1997;444;353;850;350;3557204
Chavantes;2016;1836;388;315;795;338;3557204
Chavantes;2017;1804;346;300;790;368;3557204
Clementina;2013;3585;1075;879;1334;297;3511904
Clementina;2014;3987;1007;1025;1629;326;3511904
Clementina;2015;3768;1005;926;1482;355;3511904
Clementina;2016;3997;1021;946;1630;400;3511904
Clementina;2017;3792;900;864;1640;388;3511904
Colina;2013;5290;1374;1215;2137;564;3512001
Colina;2014;5259;1166;1370;2168;555;3512001
Colina;2015;5402;1321;1246;2220;615;3512001
Colina;2016;5019;985;1201;2133;700;3512001
Colina;2017;5129;890;1262;2336;641;3512001
Colômbia;2013;3459;1544;619;1056;240;3512100
Colômbia;2014;4168;2357;599;972;240;3512100
Colômbia;2015;4451;2519;702;1008;222;3512100
Colômbia;2016;3304;1407;635;1044;218;3512100
Colômbia;2017;5261;3267;710;998;286;3512100
Conchal;2013;5928;1291;1910;2187;540;3512209
Conchal;2014;6108;1295;1897;2349;567;3512209
Conchal;2015;5929;1275;1753;2331;570;3512209
Conchal;2016;5606;1063;1336;2528;679;3512209
Conchal;2017;5648;827;1384;2734;703;3512209
Conchas;2013;3327;326;516;2109;376;3512308
Conchas;2014;3369;303;477;2280;309;3512308
Conchas;2015;3381;258;440;2353;330;3512308
Conchas;2016;3573;291;447;2427;408;3512308
Conchas;2017;3320;244;357;2328;391;3512308
Cordeirópolis;2013;9561;1520;2751;4102;1188;3512407
Cordeirópolis;2014;9492;1508;2626;4093;1265;3512407
Cordeirópolis;2015;9696;1419;2535;4349;1393;3512407
Cordeirópolis;2016;9250;1293;2358;4249;1350;3512407
Cordeirópolis;2017;9418;1243;2265;4507;1403;3512407
Coroados;2013;905;163;383;220;139;3512506
Coroados;2014;906;141;370;260;135;3512506
Coroados;2015;910;113;350;312;135;3512506
Coroados;2016;884;120;297;336;131;3512506
Coroados;2017;958;87;305;427;139;3512506
Coronel Macedo;2013;665;109;132;339;85;3512605
Coronel Macedo;2014;718;121;150;367;80;3512605
Coronel Macedo;2015;706;96;129;371;110;3512605
Coronel Macedo;2016;841;120;219;417;85;3512605
Coronel Macedo;2017;816;103;191;439;83;3512605
Corumbataí;2013;1053;254;283;388;128;3512704
Corumbataí;2014;1088;265;293;384;146;3512704
Corumbataí;2015;1120;289;286;395;150;3512704
Corumbataí;2016;1126;268;295;428;135;3512704
Corumbataí;2017;1040;187;283;436;134;3512704
Cosmópolis;2013;10772;1437;1719;6293;1323;3512803
Cosmópolis;2014;10424;1246;1618;5812;1748;3512803
Cosmópolis;2015;10200;1179;1515;6155;1351;3512803
Cosmópolis;2016;9763;1068;1559;5735;1401;3512803
Cosmópolis;2017;9160;964;1353;5334;1509;3512803
Cosmorama;2013;2263;459;480;1113;211;3512902
Cosmorama;2014;2507;415;579;1307;206;3512902
Cosmorama;2015;2128;312;449;1173;194;3512902
Cosmorama;2016;1536;250;258;867;161;3512902
Cosmorama;2017;1961;298;361;1075;227;3512902
Cotia;2013;76692;7901;12955;43985;11851;3513009
Cotia;2014;79178;7877;12681;45277;13343;3513009
Cotia;2015;79237;7224;11758;46113;14142;3513009
Cotia;2016;72967;6180;10069;42639;14079;3513009
Cotia;2017;72429;5655;9126;43621;14027;3513009
Cravinhos;2013;8806;900;1566;5115;1225;3513108
Cravinhos;2014;8860;782;1490;5167;1421;3513108
Cravinhos;2015;8575;716;1342;5009;1508;3513108
Cravinhos;2016;8388;742;1176;4974;1496;3513108
Cravinhos;2017;8681;726;1451;5105;1399;3513108
Cristais Paulista;2013;1539;569;310;460;200;3513207
Cristais Paulista;2014;1525;572;285;479;189;3513207
Cristais Paulista;2015;1481;503;323;463;192;3513207
Cristais Paulista;2016;1739;625;394;521;199;3513207
Cristais Paulista;2017;1733;588;357;523;265;3513207
Cruzália;2013;388;65;54;195;74;3513306
Cruzália;2014;421;72;51;220;78;3513306
Cruzália;2015;404;54;61;209;80;3513306
Cruzália;2016;439;63;117;159;100;3513306
Cruzália;2017;389;44;108;147;90;3513306
Cruzeiro;2013;18569;1156;2373;12422;2618;3513405
Cruzeiro;2014;18198;1049;2192;12112;2845;3513405
Cruzeiro;2015;16747;1003;1946;11085;2713;3513405
Cruzeiro;2016;16016;886;1734;10502;2894;3513405
Cruzeiro;2017;15781;872;1690;10349;2870;3513405
Cubatão;2013;40928;4532;7075;21651;7670;3513504
Cubatão;2014;38770;3874;6563;20532;7801;3513504
Cubatão;2015;35975;3344;5698;19438;7495;3513504
Cubatão;2016;29051;2497;4458;15247;6849;3513504
Cubatão;2017;26402;2234;3256;14071;6841;3513504
Cunha;2013;1921;596;377;708;240;3513603
Cunha;2014;1993;606;381;742;264;3513603
Cunha;2015;2126;592;442;801;291;3513603
Cunha;2016;2141;569;433;852;287;3513603
Cunha;2017;2298;543;471;956;328;3513603
Descalvado;2013;9520;1891;2974;3510;1145;3513702
Descalvado;2014;9032;1707;2709;3404;1212;3513702
Descalvado;2015;9267;1787;2667;3550;1263;3513702
Descalvado;2016;9093;1523;2574;3663;1333;3513702
Descalvado;2017;9680;1477;2780;3982;1441;3513702
Diadema;2013;111520;11394;20335;65984;13807;3513801
Diadema;2014;107575;10319;18869;64093;14294;3513801
Diadema;2015;100798;9836;17826;59442;13694;3513801
Diadema;2016;91960;8091;14966;55037;13866;3513801
Diadema;2017;88832;7201;13796;53814;14021;3513801
Dirce Reis;2013;363;68;68;157;70;3513850
Dirce Reis;2014;318;62;55;128;73;3513850
Dirce Reis;2015;317;55;58;122;82;3513850
Dirce Reis;2016;318;57;50;132;79;3513850
Dirce Reis;2017;325;59;51;137;78;3513850
Divinolândia;2013;2017;287;381;976;373;3513900
Divinolândia;2014;2142;346;400;1024;372;3513900
Divinolândia;2015;2229;336;424;1048;421;3513900
Divinolândia;2016;2302;272;411;1227;392;3513900
Divinolândia;2017;2237;248;377;1209;403;3513900
Dobrada;2013;629;96;137;289;107;3514007
Dobrada;2014;702;94;132;359;117;3514007
Dobrada;2015;716;114;136;344;122;3514007
Dobrada;2016;698;98;134;334;132;3514007
Dobrada;2017;708;85;146;338;139;3514007
Dois Córregos;2013;6091;1096;1961;2312;722;3514106
Dois Córregos;2014;6127;1061;1827;2481;758;3514106
Dois Córregos;2015;5581;877;1563;2373;768;3514106
Dois Córregos;2016;5394;831;1435;2385;743;3514106
Dois Córregos;2017;5032;663;1320;2327;722;3514106
Dolcinópolis;2013;319;79;44;125;71;3514205
Dolcinópolis;2014;316;70;43;135;68;3514205
Dolcinópolis;2015;315;68;44;137;66;3514205
Dolcinópolis;2016;288;61;40;125;62;3514205
Dolcinópolis;2017;290;61;34;143;52;3514205
Dourado;2013;2021;315;650;873;183;3514304
Dourado;2014;2195;304;572;991;328;3514304
Dourado;2015;2144;311;600;1001;232;3514304
Dourado;2016;2267;316;631;1069;251;3514304
Dourado;2017;2664;305;652;1286;421;3514304
Dracena;2013;10992;854;2102;6234;1802;3514403
Dracena;2014;11277;813;2006;6569;1889;3514403
Dracena;2015;11094;774;1894;6434;1992;3514403
Dracena;2016;10878;704;1696;6400;2078;3514403
Dracena;2017;10993;604;1622;6607;2160;3514403
Duartina;2013;2209;488;436;996;289;3514502
Duartina;2014;2281;440;450;1091;300;3514502
Duartina;2015;2298;409;462;1124;303;3514502
Duartina;2016;2065;332;362;1082;289;3514502
Duartina;2017;2214;355;411;1153;295;3514502
Dumont;2013;1833;308;482;863;180;3514601
Dumont;2014;1645;185;378;939;143;3514601
Dumont;2015;1916;281;422;1021;192;3514601
Dumont;2016;1975;258;410;1121;186;3514601
Dumont;2017;1973;239;388;1103;243;3514601
Echaporã;2013;766;105;172;391;98;3514700
Echaporã;2014;759;100;149;419;91;3514700
Echaporã;2015;768;87;122;462;97;3514700
Echaporã;2016;874;116;121;488;149;3514700
Echaporã;2017;855;127;144;451;133;3514700
Eldorado;2013;2115;796;435;669;215;3514809
Eldorado;2014;2065;688;389;749;239;3514809
Eldorado;2015;1987;606;374;756;251;3514809
Eldorado;2016;2106;578;429;860;239;3514809
Eldorado;2017;2148;581;495;821;251;3514809
Elias Fausto;2013;4781;1324;1312;1830;315;3514908
Elias Fausto;2014;4700;1269;1235;1864;332;3514908
Elias Fausto;2015;4556;1279;1141;1814;322;3514908
Elias Fausto;2016;4478;1114;1040;1919;405;3514908
Elias Fausto;2017;4635;1083;1020;2095;437;3514908
Elisiário;2013;538;184;90;171;93;3514924
Elisiário;2014;551;178;87;198;88;3514924
Elisiário;2015;542;190;98;158;96;3514924
Elisiário;2016;553;144;106;246;57;3514924
Elisiário;2017;561;157;108;241;55;3514924
Embaúba;2013;381;75;92;145;69;3514957
Embaúba;2014;409;78;110;150;71;3514957
Embaúba;2015;382;67;98;149;68;3514957
Embaúba;2016;349;57;96;126;70;3514957
Embaúba;2017;364;52;113;126;73;3514957
Embu das Artes;2013;44988;6675;8927;24245;5141;3515004
Embu das Artes;2014;45712;6355;8576;25124;5657;3515004
Embu das Artes;2015;43977;5529;8151;24176;6121;3515004
Embu das Artes;2016;42420;4769;7198;24236;6217;3515004
Embu das Artes;2017;42868;4217;6883;25117;6651;3515004
Embu-Guaçu;2013;8350;887;1609;4768;1086;3515103
Embu-Guaçu;2014;8224;845;1517;4697;1165;3515103
Embu-Guaçu;2015;8451;816;1690;4683;1262;3515103
Embu-Guaçu;2016;8485;763;1518;4821;1383;3515103
Embu-Guaçu;2017;7735;614;1249;4535;1337;3515103
Emilianópolis;2013;339;51;41;175;72;3515129
Emilianópolis;2014;328;43;49;172;64;3515129
Emilianópolis;2015;343;46;48;177;72;3515129
Emilianópolis;2016;323;47;47;164;65;3515129
Emilianópolis;2017;353;43;50;167;93;3515129
Engenheiro Coelho;2013;3808;499;723;1896;690;3515152
Engenheiro Coelho;2014;3594;470;639;1791;694;3515152
Engenheiro Coelho;2015;3936;578;737;1860;761;3515152
Engenheiro Coelho;2016;3876;397;664;1960;855;3515152
Engenheiro Coelho;2017;4325;454;648;2256;967;3515152
Espírito Santo do Pinhal;2013;12654;2327;3400;5607;1320;3515186
Espírito Santo do Pinhal;2014;12491;2137;3247;5718;1389;3515186
Espírito Santo do Pinhal;2015;12430;1947;2801;6151;1531;3515186
Espírito Santo do Pinhal;2016;12231;1933;2468;6232;1598;3515186
Espírito Santo do Pinhal;2017;11883;1270;2645;6360;1608;3515186
Espírito Santo do Turvo;2013;536;139;113;196;88;3515194
Espírito Santo do Turvo;2014;512;117;107;200;88;3515194
Espírito Santo do Turvo;2015;556;146;99;218;93;3515194
Espírito Santo do Turvo;2016;454;100;59;207;88;3515194
Espírito Santo do Turvo;2017;542;126;65;255;96;3515194
Estiva Gerbi;2013;1841;278;305;1022;236;3557303
Estiva Gerbi;2014;1877;314;522;782;259;3557303
Estiva Gerbi;2015;1934;278;386;979;291;3557303
Estiva Gerbi;2016;1817;240;325;954;298;3557303
Estiva Gerbi;2017;2387;482;381;1155;369;3557303
Estrela d'Oeste;2013;3184;970;666;1203;345;3515202
Estrela d'Oeste;2014;2871;774;593;1159;345;3515202
Estrela d'Oeste;2015;2840;725;545;1220;350;3515202
Estrela d'Oeste;2016;2674;652;473;1181;368;3515202
Estrela d'Oeste;2017;4194;1064;833;1856;441;3515202
Estrela do Norte;2013;402;88;60;189;65;3515301
Estrela do Norte;2014;382;72;53;192;65;3515301
Estrela do Norte;2015;355;68;47;170;70;3515301
Estrela do Norte;2016;532;106;125;233;68;3515301
Estrela do Norte;2017;454;63;164;171;56;3515301
Euclides da Cunha Paulista;2013;749;115;144;405;85;3515350
Euclides da Cunha Paulista;2014;666;80;136;359;91;3515350
Euclides da Cunha Paulista;2015;784;113;142;428;101;3515350
Euclides da Cunha Paulista;2016;727;110;107;400;110;3515350
Euclides da Cunha Paulista;2017;712;100;106;398;108;3515350
Fartura;2013;3803;797;1246;1368;392;3515400
Fartura;2014;3814;719;1229;1448;418;3515400
Fartura;2015;3756;674;1089;1546;447;3515400
Fartura;2016;3616;541;939;1676;460;3515400
Fartura;2017;3813;552;868;1922;471;3515400
Fernando Prestes;2013;1068;280;202;467;119;3515608
Fernando Prestes;2014;1115;241;229;487;158;3515608
Fernando Prestes;2015;1059;237;207;495;120;3515608
Fernando Prestes;2016;1106;214;196;578;118;3515608
Fernando Prestes;2017;1212;229;194;662;127;3515608
Fernandópolis;2013;17113;2424;3223;7885;3581;3515509
Fernandópolis;2014;17630;2227;3312;8240;3851;3515509
Fernandópolis;2015;17173;2033;3307;8225;3608;3515509
Fernandópolis;2016;17255;1854;3191;9029;3181;3515509
Fernandópolis;2017;16641;1562;2645;9126;3308;3515509
Fernão;2013;332;98;70;125;39;3515657
Fernão;2014;374;94;96;139;45;3515657
Fernão;2015;415;103;95;173;44;3515657
Fernão;2016;357;82;82;149;44;3515657
Fernão;2017;357;68;79;166;44;3515657
Ferraz de Vasconcelos;2013;21876;2395;3911;13194;2376;3515707
Ferraz de Vasconcelos;2014;21218;2090;3574;12938;2616;3515707
Ferraz de Vasconcelos;2015;20292;1785;3547;12427;2533;3515707
Ferraz de Vasconcelos;2016;19617;1603;3110;12285;2619;3515707
Ferraz de Vasconcelos;2017;19046;1481;2659;12259;2647;3515707
Flora Rica;2013;284;44;32;146;62;3515806
Flora Rica;2014;272;36;33;145;58;3515806
Flora Rica;2015;256;36;28;143;49;3515806
Flora Rica;2016;264;30;32;130;72;3515806
Flora Rica;2017;272;30;38;135;69;3515806
Floreal;2013;488;98;123;192;75;3515905
Floreal;2014;484;75;113;222;74;3515905
Floreal;2015;475;70;103;227;75;3515905
Floreal;2016;489;73;99;239;78;3515905
Floreal;2017;468;62;101;235;70;3515905
Flórida Paulista;2013;2842;305;1423;909;205;3516002
Flórida Paulista;2014;1581;124;714;613;130;3516002
Flórida Paulista;2015;2311;147;1311;723;130;3516002
Flórida Paulista;2016;1394;133;426;701;134;3516002
Flórida Paulista;2017;1207;100;334;625;148;3516002
Florínia;2013;498;170;91;161;76;3516101
Florínia;2014;550;169;101;205;75;3516101
Florínia;2015;536;149;97;216;74;3516101
Florínia;2016;523;146;112;187;78;3516101
Florínia;2017;524;105;91;230;98;3516101
Franca;2013;92035;10078;22412;48640;10905;3516200
Franca;2014;89794;8569;21169;48509;11547;3516200
Franca;2015;85991;7654;18631;47883;11823;3516200
Franca;2016;84688;6844;16860;48492;12492;3516200
Franca;2017;84840;6411;16062;49427;12940;3516200
Francisco Morato;2013;9289;1085;2004;4838;1362;3516309
Francisco Morato;2014;9455;995;1867;4933;1660;3516309
Francisco Morato;2015;9801;971;1657;5370;1803;3516309
Francisco Morato;2016;9386;812;1462;5135;1977;3516309
Francisco Morato;2017;9522;749;1354;5327;2092;3516309
Franco da Rocha;2013;14126;1730;2683;8070;1643;3516408
Franco da Rocha;2014;15120;1566;2633;8983;1938;3516408
Franco da Rocha;2015;14846;1406;2313;9109;2018;3516408
Franco da Rocha;2016;15153;1273;2297;9304;2279;3516408
Franco da Rocha;2017;16258;1137;2181;10057;2883;3516408
Gabriel Monteiro;2013;849;111;199;463;76;3516507
Gabriel Monteiro;2014;881;113;190;489;89;3516507
Gabriel Monteiro;2015;963;113;217;528;105;3516507
Gabriel Monteiro;2016;952;106;192;547;107;3516507
Gabriel Monteiro;2017;1002;102;202;589;109;3516507
Gália;2013;1415;455;254;593;113;3516606
Gália;2014;1535;422;252;533;328;3516606
Gália;2015;1295;337;205;439;314;3516606
Gália;2016;1379;333;313;605;128;3516606
Gália;2017;1402;306;321;621;154;3516606
Garça;2013;11774;1492;2526;6404;1352;3516705
Garça;2014;12154;1441;2353;6886;1474;3516705
Garça;2015;10835;1257;1835;6164;1579;3516705
Garça;2016;10553;1090;1762;6164;1537;3516705
Garça;2017;10409;978;1668;6204;1559;3516705
Gastão Vidigal;2013;465;64;85;216;100;3516804
Gastão Vidigal;2014;454;65;84;207;98;3516804
Gastão Vidigal;2015;343;35;59;165;84;3516804
Gastão Vidigal;2016;419;39;75;216;89;3516804
Gastão Vidigal;2017;448;33;70;251;94;3516804
Gavião Peixoto;2013;3236;596;264;1815;561;3516853
Gavião Peixoto;2014;3206;396;362;1827;621;3516853
Gavião Peixoto;2015;3180;471;321;1816;572;3516853
Gavião Peixoto;2016;3266;454;275;1498;1039;3516853
Gavião Peixoto;2017;3645;451;276;1736;1182;3516853
General Salgado;2013;1750;306;370;766;308;3516903
General Salgado;2014;1560;259;269;725;307;3516903
General Salgado;2015;1526;248;279;709;290;3516903
General Salgado;2016;1489;208;249;735;297;3516903
General Salgado;2017;1310;197;210;682;221;3516903
Getulina;2013;1150;233;373;390;154;3517000
Getulina;2014;1218;244;375;443;156;3517000
Getulina;2015;1205;187;389;476;153;3517000
Getulina;2016;1109;170;396;429;114;3517000
Getulina;2017;1167;232;375;449;111;3517000
Glicério;2013;1020;214;384;296;126;3517109
Glicério;2014;936;164;417;219;136;3517109
Glicério;2015;914;157;335;289;133;3517109
Glicério;2016;891;129;343;299;120;3517109
Glicério;2017;999;125;412;336;126;3517109
Guaimbê;2013;539;97;182;170;90;3517307
Guaimbê;2014;606;128;187;201;90;3517307
Guaimbê;2015;643;179;171;201;92;3517307
Guaimbê;2016;543;93;158;207;85;3517307
Guaimbê;2017;638;164;174;207;93;3517307
Guaíra;2013;12745;3895;2550;5051;1249;3517406
Guaíra;2014;12660;3584;2463;5292;1321;3517406
Guaíra;2015;13100;3705;2424;5626;1345;3517406
Guaíra;2016;14138;3955;2661;6131;1391;3517406
Guaíra;2017;14146;3845;2655;6238;1408;3517406
Guaiçara;2013;1628;439;327;679;183;3517208
Guaiçara;2014;1986;374;357;789;466;3517208
Guaiçara;2015;1713;413;352;719;229;3517208
Guaiçara;2016;1646;301;214;657;474;3517208
Guaiçara;2017;1691;280;211;926;274;3517208
Guapiara;2013;2020;684;407;778;151;3517604
Guapiara;2014;2095;638;480;819;158;3517604
Guapiara;2015;1982;552;435;821;174;3517604
Guapiara;2016;2032;587;393;859;193;3517604
Guapiara;2017;1970;490;364;853;263;3517604
Guapiaçu;2013;3172;625;768;1362;417;3517505
Guapiaçu;2014;3666;730;895;1586;455;3517505
Guapiaçu;2015;4235;953;949;1824;509;3517505
Guapiaçu;2016;4155;465;709;1442;1539;3517505
Guapiaçu;2017;4105;413;717;2318;657;3517505
Guará;2013;4028;555;1018;1801;654;3517703
Guará;2014;2931;442;669;1267;553;3517703
Guará;2015;2420;323;424;1160;513;3517703
Guará;2016;2463;293;459;1205;506;3517703
Guará;2017;2580;304;583;1172;521;3517703
Guaraci;2013;2168;634;369;889;276;3517901
Guaraci;2014;2251;617;380;958;296;3517901
Guaraci;2015;2234;597;357;971;309;3517901
Guaraci;2016;2248;635;480;872;261;3517901
Guaraci;2017;2498;603;337;1079;479;3517901
Guarani d'Oeste;2013;285;37;41;136;71;3518008
Guarani d'Oeste;2014;327;35;51;154;87;3518008
Guarani d'Oeste;2015;326;38;50;153;85;3518008
Guarani d'Oeste;2016;345;34;54;170;87;3518008
Guarani d'Oeste;2017;321;24;47;168;82;3518008
Guarantã;2013;1355;476;244;557;78;3518107
Guarantã;2014;1321;432;257;550;82;3518107
Guarantã;2015;1349;383;272;594;100;3518107
Guarantã;2016;1308;309;291;619;89;3518107
Guarantã;2017;1302;269;289;656;88;3518107
Guararapes;2013;6597;1413;1493;2783;908;3518206
Guararapes;2014;6364;1215;1335;2767;1047;3518206
Guararapes;2015;6703;1246;1434;3080;943;3518206
Guararapes;2016;6658;1143;1357;3126;1032;3518206
Guararapes;2017;6641;1116;1342;3150;1033;3518206
Guararema;2013;7189;779;1421;3868;1121;3518305
Guararema;2014;7580;831;1391;4082;1276;3518305
Guararema;2015;7331;725;1230;4053;1323;3518305
Guararema;2016;7988;660;1201;4846;1281;3518305
Guararema;2017;7590;610;1119;4571;1290;3518305
Guaratinguetá;2013;31364;2403;6557;17857;4547;3518404
Guaratinguetá;2014;31415;2267;6197;17806;5145;3518404
Guaratinguetá;2015;30788;2097;5828;17882;4981;3518404
Guaratinguetá;2016;30250;2007;6246;17048;4949;3518404
Guaratinguetá;2017;30731;2126;5964;17468;5173;3518404
Guaraçaí;2013;1296;358;197;594;147;3517802
